userid,coffeeid,Stars,created_date,body,sour,sweet,bitter,caf,blend,single,지속가능성_0,지속가능성_공정무역,지속가능성_유기농,지속가능성_직접무역,로스팅 포인트_다크,로스팅 포인트_라이트,로스팅 포인트_라이트미디엄,로스팅 포인트_미디엄,로스팅 포인트_미디엄다크,꽃,과일,허브,달콤함,고소함,향료,초콜릿,Caffeine,CoffeeType,CupNoteCategories,Body,Sourness,Sweetness,Bitterness
39,240,4,2023-11-16 09:00:25.124991,4,2,4,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"['초콜릿', '향료', '달콤함', '고소함']",2,1,5,5
39,98,2,2023-11-16 09:00:25.108745,4,1,3,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,"['초콜릿', '향료', '달콤함', '고소함']",2,1,5,5
39,1,5,2023-11-16 09:00:25.104626,4,2,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,"['초콜릿', '향료', '달콤함', '고소함']",2,1,5,5
39,132,4,2023-11-16 09:00:25.116933,4,2,4,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,"['초콜릿', '향료', '달콤함', '고소함']",2,1,5,5
39,353,3,2023-11-16 09:00:25.134331,4,1,3,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"['초콜릿', '향료', '달콤함', '고소함']",2,1,5,5
39,552,5,2023-11-16 09:00:25.142157,3,4,4,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"['초콜릿', '향료', '달콤함', '고소함']",2,1,5,5
37,229,2,2023-11-16 07:38:12.523826,3,2,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"['초콜릿', '고소함', '허브']",3,2,1,5
37,217,2,2023-11-16 07:38:12.518581,4,2,4,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"['초콜릿', '고소함', '허브']",3,2,1,5
37,30,2,2023-11-16 07:38:12.501477,3,3,3,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,"['초콜릿', '고소함', '허브']",3,2,1,5
37,71,5,2023-11-16 07:38:12.507751,5,1,5,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,"['초콜릿', '고소함', '허브']",3,2,1,5
37,78,5,2023-11-16 07:38:12.511087,4,1,4,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,"['초콜릿', '고소함', '허브']",3,2,1,5
37,96,4,2023-11-16 07:38:12.514481,5,1,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,"['초콜릿', '고소함', '허브']",3,2,1,5
37,218,3,2023-11-16 07:38:12.522002,4,1,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['초콜릿', '고소함', '허브']",3,2,1,5
37,236,1,2023-11-16 07:38:12.527460,2,4,4,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['초콜릿', '고소함', '허브']",3,2,1,5
37,319,2,2023-11-16 07:38:12.531086,2,4,4,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"['초콜릿', '고소함', '허브']",3,2,1,5
37,488,3,2023-11-16 07:38:12.534627,3,2,3,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"['초콜릿', '고소함', '허브']",3,2,1,5
