userid,coffeeid,Stars,created_date,body,sour,sweet,bitter,caf,blend,single,지속가능성_0,지속가능성_공정무역,지속가능성_유기농,지속가능성_직접무역,로스팅 포인트_다크,로스팅 포인트_라이트,로스팅 포인트_라이트미디엄,로스팅 포인트_미디엄,로스팅 포인트_미디엄다크,꽃,과일,허브,달콤함,고소함,향료,초콜릿,Caffeine,CoffeeType,CupNoteCategories,Body,Sourness,Sweetness,Bitterness
43,170,3,2023-11-16 12:05:06.845778,4,3,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,"['초콜릿', '달콤함']",2,1,3,3
43,292,4,2023-11-16 12:05:06.856312,3,2,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['초콜릿', '달콤함']",2,1,3,3
43,371,5,2023-11-16 12:05:06.863076,4,1,4,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"['초콜릿', '달콤함']",2,1,3,3
43,425,2,2023-11-16 12:05:06.867362,3,3,4,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['초콜릿', '달콤함']",2,1,3,3
43,517,2,2023-11-16 12:05:06.874287,3,3,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"['초콜릿', '달콤함']",2,1,3,3
18,439,1,2023-11-16 02:04:03.973766,3,4,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"['초콜릿', '고소함']",5,3,1,4
18,329,1,2023-11-16 02:04:03.970497,5,1,5,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"['초콜릿', '고소함']",5,3,1,4
18,515,1,2023-11-16 02:04:03.975831,3,3,3,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"['초콜릿', '고소함']",5,3,1,4
18,223,1,2023-11-16 02:04:03.967076,4,2,5,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"['초콜릿', '고소함']",5,3,1,4
18,545,1,2023-11-16 02:04:03.982271,4,2,4,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,"['초콜릿', '고소함']",5,3,1,4
18,133,1,2023-11-16 02:04:03.961251,5,1,5,4,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"['초콜릿', '고소함']",5,3,1,4
18,164,1,2023-11-16 02:04:03.964017,3,2,4,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,"['초콜릿', '고소함']",5,3,1,4
18,20,1,2023-11-16 02:04:03.952675,5,1,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,"['초콜릿', '고소함']",5,3,1,4
18,112,2,2023-11-16 02:04:03.955889,5,2,3,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,"['초콜릿', '고소함']",5,3,1,4
18,526,1,2023-11-16 02:04:03.979145,4,1,4,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"['초콜릿', '고소함']",5,3,1,4
32,439,4,2023-11-16 05:35:35.295797,3,4,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"['초콜릿', '달콤함']",3,1,4,2
32,244,3,2023-11-16 05:35:35.279308,3,2,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"['초콜릿', '달콤함']",3,1,4,2
32,369,3,2023-11-16 05:35:35.289880,4,1,4,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"['초콜릿', '달콤함']",3,1,4,2
32,221,5,2023-11-16 05:35:35.277531,3,4,5,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"['초콜릿', '달콤함']",3,1,4,2
32,43,4,2023-11-16 05:35:35.264694,4,4,5,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,"['초콜릿', '달콤함']",3,1,4,2
32,193,4,2023-11-16 05:35:35.274137,2,3,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"['초콜릿', '달콤함']",3,1,4,2
32,337,2,2023-11-16 05:35:35.282835,4,1,5,4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"['초콜릿', '달콤함']",3,1,4,2
32,347,4,2023-11-16 05:35:35.286296,4,2,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"['초콜릿', '달콤함']",3,1,4,2
32,373,4,2023-11-16 05:35:35.294015,2,4,3,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"['초콜릿', '달콤함']",3,1,4,2
32,508,4,2023-11-16 05:35:35.299619,3,3,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"['초콜릿', '달콤함']",3,1,4,2
40,439,5,2023-11-16 10:10:10.955438,3,4,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['과일'],3,4,3,2
40,244,2,2023-11-16 10:10:10.943185,3,2,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['과일'],3,4,3,2
40,378,3,2023-11-16 10:10:10.947239,3,3,3,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['과일'],3,4,3,2
40,121,4,2023-11-16 10:10:10.931719,3,3,3,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,['과일'],3,4,3,2
40,549,2,2023-11-16 10:10:10.966775,5,1,4,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['과일'],3,4,3,2
40,50,4,2023-11-16 10:10:10.927565,3,3,3,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,['과일'],3,4,3,2
40,236,5,2023-11-16 10:10:10.939494,2,4,4,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['과일'],3,4,3,2
40,230,3,2023-11-16 10:10:10.935246,4,1,4,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['과일'],3,4,3,2
40,412,4,2023-11-16 10:10:10.951768,3,4,3,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['과일'],3,4,3,2
40,483,5,2023-11-16 10:10:10.963508,2,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['과일'],3,4,3,2
30,454,4,2023-11-16 05:23:30.105600,4,2,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['고소함', '허브']",4,2,4,3
30,375,4,2023-11-16 05:23:30.103198,5,1,5,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['고소함', '허브']",4,2,4,3
30,121,2,2023-11-16 05:23:30.088693,3,3,3,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,"['고소함', '허브']",4,2,4,3
30,189,5,2023-11-16 05:23:30.091772,3,3,3,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['고소함', '허브']",4,2,4,3
30,199,2,2023-11-16 05:23:30.094229,1,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['고소함', '허브']",4,2,4,3
30,206,4,2023-11-16 05:23:30.096578,3,2,4,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['고소함', '허브']",4,2,4,3
30,330,5,2023-11-16 05:23:30.097772,4,2,4,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['고소함', '허브']",4,2,4,3
30,363,4,2023-11-16 05:23:30.100484,4,2,5,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['고소함', '허브']",4,2,4,3
30,501,3,2023-11-16 05:23:30.107153,4,2,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,"['고소함', '허브']",4,2,4,3
30,548,1,2023-11-16 05:23:30.109608,4,4,5,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['고소함', '허브']",4,2,4,3
4,88,5,2023-11-15 12:47:17.624634,4,2,5,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,"['달콤함', '고소함']",3,1,5,2
4,89,3,2023-11-15 12:47:17.631863,4,1,3,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,"['달콤함', '고소함']",3,1,5,2
4,114,4,2023-11-15 12:47:17.635157,3,2,4,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"['달콤함', '고소함']",3,1,5,2
4,154,5,2023-11-15 12:47:17.638538,3,4,5,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,"['달콤함', '고소함']",3,1,5,2
4,312,3,2023-11-15 12:47:17.641757,3,4,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"['달콤함', '고소함']",3,1,5,2
4,346,5,2023-11-15 12:47:17.643448,5,1,5,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"['달콤함', '고소함']",3,1,5,2
4,399,4,2023-11-15 12:47:17.646540,4,2,4,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"['달콤함', '고소함']",3,1,5,2
4,467,1,2023-11-15 12:47:17.649994,4,2,2,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"['달콤함', '고소함']",3,1,5,2
4,480,2,2023-11-15 12:47:17.655000,2,3,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"['달콤함', '고소함']",3,1,5,2
4,520,4,2023-11-15 12:47:17.658339,3,3,4,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"['달콤함', '고소함']",3,1,5,2
42,154,1,2023-11-16 11:31:06.395611,3,4,5,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,['달콤함'],2,1,3,2
42,267,3,2023-11-16 11:31:06.401860,4,3,4,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,['달콤함'],2,1,3,2
42,189,2,2023-11-16 11:31:06.398678,3,3,3,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,['달콤함'],2,1,3,2
42,458,2,2023-11-16 11:31:06.414963,3,4,4,2,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,['달콤함'],2,1,3,2
42,418,5,2023-11-16 11:31:06.403513,4,1,4,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,['달콤함'],2,1,3,2
42,6,5,2023-11-16 11:31:06.388585,3,1,4,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,['달콤함'],2,1,3,2
42,41,5,2023-11-16 11:31:06.392237,4,2,4,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,['달콤함'],2,1,3,2
42,421,4,2023-11-16 11:31:06.406818,4,3,3,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,['달콤함'],2,1,3,2
42,427,3,2023-11-16 11:31:06.410062,3,3,4,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,['달콤함'],2,1,3,2
42,451,3,2023-11-16 11:31:06.413144,3,3,5,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,['달콤함'],2,1,3,2
5,312,1,2023-11-15 12:47:53.814168,3,4,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"['꽃', '초콜릿', '달콤함', '고소함']",3,3,3,3
5,42,1,2023-11-15 12:47:53.801866,3,4,5,2,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,"['꽃', '초콜릿', '달콤함', '고소함']",3,3,3,3
5,49,5,2023-11-15 12:47:53.805608,3,1,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,"['꽃', '초콜릿', '달콤함', '고소함']",3,3,3,3
5,120,3,2023-11-15 12:47:53.807282,3,3,2,4,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,"['꽃', '초콜릿', '달콤함', '고소함']",3,3,3,3
5,128,3,2023-11-15 12:47:53.810606,2,3,3,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,"['꽃', '초콜릿', '달콤함', '고소함']",3,3,3,3
5,356,5,2023-11-15 12:47:53.818028,5,1,3,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"['꽃', '초콜릿', '달콤함', '고소함']",3,3,3,3
5,377,3,2023-11-15 12:47:53.821523,3,3,4,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"['꽃', '초콜릿', '달콤함', '고소함']",3,3,3,3
5,455,3,2023-11-15 12:47:53.823191,3,3,4,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"['꽃', '초콜릿', '달콤함', '고소함']",3,3,3,3
5,465,3,2023-11-15 12:47:53.830005,3,2,2,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"['꽃', '초콜릿', '달콤함', '고소함']",3,3,3,3
5,516,4,2023-11-15 12:47:53.838203,3,3,3,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"['꽃', '초콜릿', '달콤함', '고소함']",3,3,3,3
2,467,1,2023-11-15 12:47:35.281691,4,2,2,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['고소함'],4,2,3,3
2,113,4,2023-11-15 12:47:35.257389,4,2,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,['고소함'],4,2,3,3
2,146,5,2023-11-15 12:47:35.259849,4,3,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,['고소함'],4,2,3,3
2,172,4,2023-11-15 12:47:35.262682,4,3,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,['고소함'],4,2,3,3
2,212,3,2023-11-15 12:47:35.265178,3,2,4,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['고소함'],4,2,3,3
2,244,4,2023-11-15 12:47:35.266672,3,2,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['고소함'],4,2,3,3
2,262,5,2023-11-15 12:47:35.269752,4,1,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['고소함'],4,2,3,3
2,334,5,2023-11-15 12:47:35.271173,4,1,4,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['고소함'],4,2,3,3
2,359,3,2023-11-15 12:47:35.276082,3,4,4,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['고소함'],4,2,3,3
2,381,4,2023-11-15 12:47:35.278816,3,3,4,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['고소함'],4,2,3,3
9,467,3,2023-11-16 00:56:45.626699,4,2,2,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['허브'],3,2,3,3
9,99,5,2023-11-16 00:56:45.589683,3,3,4,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,['허브'],3,2,3,3
9,123,3,2023-11-16 00:56:45.594966,3,3,4,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,['허브'],3,2,3,3
9,157,5,2023-11-16 00:56:45.600110,4,3,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,['허브'],3,2,3,3
9,184,5,2023-11-16 00:56:45.604430,2,3,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,['허브'],3,2,3,3
9,235,2,2023-11-16 00:56:45.607845,4,1,4,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['허브'],3,2,3,3
9,275,2,2023-11-16 00:56:45.611240,4,1,4,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['허브'],3,2,3,3
9,379,5,2023-11-16 00:56:45.614662,3,4,4,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['허브'],3,2,3,3
9,404,2,2023-11-16 00:56:45.620060,3,2,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['허브'],3,2,3,3
9,428,5,2023-11-16 00:56:45.624963,3,3,4,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['허브'],3,2,3,3
10,480,5,2023-11-16 01:01:55.560516,2,3,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['꽃'],3,3,3,3
10,172,5,2023-11-16 01:01:55.546584,4,3,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,['꽃'],3,3,3,3
10,14,2,2023-11-16 01:01:55.534376,4,1,4,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['꽃'],3,3,3,3
10,126,2,2023-11-16 01:01:55.540476,3,2,4,3,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,['꽃'],3,3,3,3
10,162,5,2023-11-16 01:01:55.543695,5,4,5,3,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,['꽃'],3,3,3,3
10,183,5,2023-11-16 01:01:55.549689,3,4,3,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,['꽃'],3,3,3,3
10,267,5,2023-11-16 01:01:55.553442,4,3,4,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['꽃'],3,3,3,3
10,410,2,2023-11-16 01:01:55.557010,4,2,3,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['꽃'],3,3,3,3
10,502,2,2023-11-16 01:01:55.563844,4,1,4,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['꽃'],3,3,3,3
10,538,5,2023-11-16 01:01:55.567446,3,3,3,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['꽃'],3,3,3,3
13,262,2,2023-11-16 01:11:12.099462,4,1,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,['고소함'],5,2,1,3
13,556,2,2023-11-16 01:11:12.134238,5,1,3,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,['고소함'],5,2,1,3
13,494,1,2023-11-16 01:11:12.106087,3,3,4,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,['고소함'],5,2,1,3
13,92,1,2023-11-16 01:11:12.087697,4,4,5,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,['고소함'],5,2,1,3
13,211,1,2023-11-16 01:11:12.097804,5,1,5,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,['고소함'],5,2,1,3
13,475,2,2023-11-16 01:11:12.102659,5,1,3,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,['고소함'],5,2,1,3
13,495,3,2023-11-16 01:11:12.110111,3,3,4,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,['고소함'],5,2,1,3
13,504,2,2023-11-16 01:11:12.116472,3,1,3,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,['고소함'],5,2,1,3
13,545,2,2023-11-16 01:11:12.124484,4,2,4,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,['고소함'],5,2,1,3
13,551,2,2023-11-16 01:11:12.130636,3,3,3,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,['고소함'],5,2,1,3
29,359,4,2023-11-16 05:22:23.915531,3,4,4,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,['고소함'],4,2,3,2
29,246,4,2023-11-16 05:22:23.908019,2,4,4,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,['고소함'],4,2,3,2
29,318,4,2023-11-16 05:22:23.911415,3,4,4,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,['고소함'],4,2,3,2
29,135,4,2023-11-16 05:22:23.891742,2,3,4,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,['고소함'],4,2,3,2
29,65,4,2023-11-16 05:22:23.887994,3,4,3,2,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,['고소함'],4,2,3,2
29,143,5,2023-11-16 05:22:23.895136,5,1,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,['고소함'],4,2,3,2
29,175,4,2023-11-16 05:22:23.898828,3,1,4,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,['고소함'],4,2,3,2
29,216,4,2023-11-16 05:22:23.902498,3,3,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,['고소함'],4,2,3,2
29,420,5,2023-11-16 05:22:23.919033,3,1,2,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,['고소함'],4,2,3,2
29,503,5,2023-11-16 05:22:23.923627,4,1,3,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,['고소함'],4,2,3,2
8,381,1,2023-11-16 00:52:58.135446,3,3,4,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['과일', '초콜릿', '향료', '고소함']",3,2,2,1
8,52,4,2023-11-16 00:52:58.107922,4,3,2,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['과일', '초콜릿', '향료', '고소함']",3,2,2,1
8,81,4,2023-11-16 00:52:58.112824,3,2,3,3,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,"['과일', '초콜릿', '향료', '고소함']",3,2,2,1
8,144,4,2023-11-16 00:52:58.115972,4,3,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"['과일', '초콜릿', '향료', '고소함']",3,2,2,1
8,161,4,2023-11-16 00:52:58.119345,4,4,5,4,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,"['과일', '초콜릿', '향료', '고소함']",3,2,2,1
8,187,5,2023-11-16 00:52:58.123091,4,1,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"['과일', '초콜릿', '향료', '고소함']",3,2,2,1
8,223,2,2023-11-16 00:52:58.126365,4,2,5,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['과일', '초콜릿', '향료', '고소함']",3,2,2,1
8,364,1,2023-11-16 00:52:58.130139,5,1,5,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['과일', '초콜릿', '향료', '고소함']",3,2,2,1
8,375,5,2023-11-16 00:52:58.133599,5,1,5,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['과일', '초콜릿', '향료', '고소함']",3,2,2,1
8,553,1,2023-11-16 00:52:58.139039,3,2,5,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['과일', '초콜릿', '향료', '고소함']",3,2,2,1
34,128,2,2023-11-16 06:03:32.244845,2,3,3,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,['고소함'],3,3,3,3
34,99,3,2023-11-16 06:03:32.236371,3,3,4,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,['고소함'],3,3,3,3
34,235,4,2023-11-16 06:03:32.252319,4,1,4,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,['고소함'],3,3,3,3
34,496,2,2023-11-16 06:03:32.262728,5,1,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,['고소함'],3,3,3,3
34,70,4,2023-11-16 06:03:32.232679,4,3,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,['고소함'],3,3,3,3
34,119,4,2023-11-16 06:03:32.239728,4,1,4,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,['고소함'],3,3,3,3
34,226,2,2023-11-16 06:03:32.248224,3,3,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,['고소함'],3,3,3,3
34,458,2,2023-11-16 06:03:32.256008,3,4,4,2,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,['고소함'],3,3,3,3
34,492,5,2023-11-16 06:03:32.259366,3,3,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,['고소함'],3,3,3,3
34,514,4,2023-11-16 06:03:32.265941,3,1,3,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,['고소함'],3,3,3,3
26,516,3,2023-11-16 05:17:04.682675,3,3,3,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['향료'],3,3,3,3
26,157,3,2023-11-16 05:17:04.667848,4,3,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,['향료'],3,3,3,3
26,91,2,2023-11-16 05:17:04.654371,5,1,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['향료'],3,3,3,3
26,257,2,2023-11-16 05:17:04.672669,2,4,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['향료'],3,3,3,3
26,148,2,2023-11-16 05:17:04.659867,4,1,3,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,['향료'],3,3,3,3
26,12,4,2023-11-16 05:17:04.643852,4,3,4,2,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,['향료'],3,3,3,3
26,33,4,2023-11-16 05:17:04.651002,3,2,4,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,['향료'],3,3,3,3
